;G0;G3;HA4;Prozessgas;T24
7022;0,04105922525;0,033251477749999994;0,210813;0,190863;0,191239
7023;0,04444557475;0,033295120250000004;0,209823;0,179727;0,193402
7024;0,04545223125;0,033207835;0,207213;0,174787;0,20119
7025;0,04460717075;0,033700454000000005;0,203362;0,162363;0,208113
7026;0,035827452499999995;0,03425544625;0,194941;0,149436;0,212872
7027;0,0252395165;0,0319481285;0,164198;0,139407;0,212439
7028;0,0226422015;0,03021447125;0,133556;0,13359;0,20768
7029;0,0214119405;0,027782344;0,12374;0,124855;0,189941
7030;0,020299651000000002;0,0251318785;0,122358;0,112091;0,163548
7031;0,0194919205;0,023647715;0,126898;0,112039;0,120281
7032;0,0170686655;0,022431588750000002;0,138124;0,108994;0,105808
7033;0,0149126395;0,022207132;0,143146;0,105472;0,113042
